BFS In-link Count:
International_Space_Station : 35
Ancient_Greece : 34
Algeria : 33
Hydrogen : 32
Iron : 31
Libya : 31
Saudi_Arabia : 30
Gregorian_calendar : 30
Regolith : 29
Helium : 29
Monthly_Notices_of_the_Royal_Astronomical_Society : 29
Solar_eclipse_of_August_21,_2036 : 29
Ultraviolet : 28
Yemen : 28
Solar_eclipse_of_January_14,_2029 : 28
YouTube : 28
Albert_Einstein : 28
Occultation : 28
Albedo : 27
APOD : 27
Tunisia : 26
John_Russell_Hind : 25
London : 24
Ivory_Coast : 24
Indian_Ocean : 24
Astronomer : 23
Apogee : 23
Impact_event : 23
Oman : 22
Perihelion : 22
Aristotle : 22
Perigee : 22
Solar_eclipse_of_June_30,_1935 : 22
New_Scientist : 21
New_York_Times : 20
Mongolia : 20
Astronomical_transit : 20
Olivine : 19
S-type_asteroid : 19
England : 19
Exeligmos : 19
Inclination : 19
Apollo_12 : 19
Space_probe : 19
General_relativity : 19
Vulcan_(hypothetical_planet) : 19
Variable_star : 18
Benin : 18
Astronomy_Picture_of_the_Day : 17
SNAC : 17
Ellipse : 17
Aphelion : 17
Transit_of_Venus : 17
Umbra : 17
Outer_space : 16
Penumbra : 16
Royal_Astronomical_Society : 15
Mir : 15
Retrograde_motion : 15
Orbital_node : 15
Royal_Society : 14
Lunation : 14
Asia_Minor : 14
Herodotus : 14
NEAR_Shoemaker : 13
Weathering : 13
Erosion : 13
Transit_of_Mercury : 13
Pyroxene : 12
Sahara : 12
Synodic_month : 12
Thales : 12
Apollo%E2%80%93Soyuz_Test_Project : 12
Arthur_Eddington : 12
Meteorites : 11
Galileo : 11
Hayabusa : 11
Solar_eclipse_of_February_23,_1906 : 11
Convection : 11
Constantinople : 11
Diameter : 11
Solar_eclipse_of_February_3,_1935 : 11
Rock_(geology) : 10
Fellow_of_the_Royal_Society : 10
Minor_Planet_Center : 10
Solar_eclipse_of_August_20,_1906 : 10
Medes : 10
Lydia : 10
Sardis : 10
Sparta : 10
Philosophical_Transactions_of_the_Royal_Society_A : 10
Taurus_(constellation) : 10
433_Eros : 9
George_Biddell_Airy : 9
7_Iris : 9
University_College_London : 9
Solar_eclipse_of_April_8,_1902 : 9
Side,_Turkey : 9
Comets : 8
Gold_Medal_of_the_Royal_Astronomical_Society : 8
S%C3%A3o_Paulo,_Brazil : 8
Astronomical_conjunction : 8
Sidereal_month : 8
Parmenides : 8
Solar_power : 8
Solar_corona : 8
Meteorite_weathering : 7
Asteroids : 7
Ordinary_chondrite : 7
243_Ida : 7
Mineral_hydration : 7
Fatigue_(material) : 7
8_Flora : 7
Tripoli : 7
Astronomical_Society_of_the_Pacific : 7
Earthshine : 7
Apparent_size : 7
Gravitational_lens : 7
Thermal_shock : 6
Fracture : 6
12_Victoria : 6
18_Melpomene : 6
19_Fortuna : 6
Muscat_and_Oman : 6
B%C3%A9nard_cells : 6
Exploratorium : 6
Anomalistic_month : 6
Transit_of_Phobos_from_Mars : 6
Transit_of_Deimos_from_Mars : 6
Passover : 6
Gigawatt : 6
Wind_power : 6
Xerxes_I : 6
Baily%27s_beads : 6
Ray_system : 5
25143_Itokawa : 5
Saprolite : 5
Royal_Medal : 5
14_Irene : 5
French_Algeria : 5
Ottoman_Tripolitania : 5
Khedivate_of_Egypt : 5
Doppler_shift : 5
Johns_Hopkins_University_Press : 5
Eclipse_season : 5
Draconic_month : 5
Retina : 5
Inertial_frame_of_reference : 5
Supernatural : 5
Conjunction_(astronomy_and_astrology) : 5
Daguerreotype : 5
Edmund_Halley : 5
Proceedings_of_the_Royal_Society : 5
Concorde : 5
Second_Persian_invasion_of_Greece : 5
Novosibirsk : 5
Physical_Review_D : 5
Micrometeorites : 4
Comminution : 4
Wavelengths : 4
Lunar_surface : 4
951_Gaspra : 4
Carbonation : 4
Etchplain : 4
Factors_of_polymer_weathering : 4
Nottingham : 4
Twickenham : 4
Royal_Greenwich_Observatory : 4
George_Bishop%27s_Observatory : 4
T_Tauri : 4
22_Kalliope : 4
23_Thalia : 4
NGC_1555 : 4
Mecca : 4
Aden_Protectorate : 4
Thermal_column : 4
Degania_A : 4
Assyrian_people : 4
Maurice_Allais : 4
Anisotropy : 4
Diamond_ring_effect : 4
Allais_effect : 4
Halys_River : 4
Solar_retinopathy : 4
Sungazing : 4
Focus_(optics) : 4
Spectroscope : 4
Pinhole_camera : 4
Digital_camera : 4
Near_infrared : 3
Frost_weathering : 3
Haloclasty : 3
Lalande_Prize : 3
Nottingham_High_School : 3
Charles_Wheatstone : 3
Nautical_Almanac : 3
Mu_Cephei : 3
Victoria_of_the_United_Kingdom : 3
Victoria_(mythology) : 3
27_Euterpe : 3
30_Urania : 3
The_Antiquarian_Astronomer : 3
Society_for_the_History_of_Astronomy : 3
Erwin_Saxl : 3
Mildred_Allen : 3
Subsolar_point : 3
European_Network_of_Transmission_System_Operators_for_Electricity : 3
Eclipse_of_the_Sun_(novel) : 3
Ascending_node : 3
Shi_Shen : 3
Good_Friday : 3
Diurnal_cycle : 2
John_Hind_(disambiguation) : 2
FRSE : 2
W._R._Dawes : 2
R_Leporis : 2
U_Geminorum : 2
SN_1604 : 2
Hind_(crater) : 2
1897_Hind : 2
Comet_Hind : 2
Emirate_of_Jabal_Shammar : 2
Kalmykia : 2
Blindness : 2
Magnitude_of_an_eclipse : 2
Omen : 2
Degree_of_arc : 2
Chronology_of_the_ancient_Near_East : 2
Shadow_bands : 2
Collier%27s_Encyclopedia : 2
Galactic_cosmic_ray : 1
Solar_cosmic_ray : 1
Irradiation : 1
High_energy_particles : 1
Sputter : 1
Vaporize : 1
Nanophase_material : 1
Transmission_electron_microscope : 1
Patina : 1
Visible_wavelength : 1
Absorption_band : 1
Newfoundland_Colony : 1
French_Tunisia : 1
Alcal%C3%A0_de_Xivert : 1
Granule_(disambiguation) : 1
Convection_current : 1
Stefan-Boltzmann_equation : 1
Convective : 1
Kastell%C3%B3rizo : 1
Adrasan,_Kumluca : 1
%C4%B0ncesu,_Aksaray : 1
Eclipse_of_the_Sun_(film) : 1
Line_of_nodes : 1
Natural_phenomenon : 1
Eclipse_chasers : 1
Civil_twilight : 1
Baily%27s_Beads : 1
Antoine_Caron : 1
Book_of_Joshua : 1
Zhong_Kang : 1
Flood_(mythology) : 1
Wang_Chong : 1
Crucifixion_darkness_and_eclipse : 1
John_Fiske_(philosopher) : 1
Floppy_disk : 1
Compact_Disc : 1
Video_camera : 1
Long_focus_lens : 1
Predictive_power : 1
Gravitational_shielding : 1
Gemini_12 : 1
Synchronous_grid_of_Continental_Europe : 1
National_Grid_(Great_Britain) : 1
Besselian_elements : 1
Black_Sun_(mythology) : 1
Perkins_Observatory : 1
B%26H_Photo_Video : 1
Duncan_Steel : 1

DFS In-link Count:
Solar_eclipse : 683
Eclipse : 633
Solar_eclipses_on_the_Moon : 598
Moon : 571
Sun : 551
Transit_(astronomy) : 534
Saros_(astronomy) : 527
Solar_eclipse_of_August_11,_1999 : 527
Solar_eclipse_of_March_29,_2006 : 527
Solar_eclipse_of_August_21,_2017 : 527
Solar_eclipse_of_May_29,_1919 : 526
Solar_eclipse_of_March_9,_2016 : 526
Eclipse_of_Thales : 525
Solar_eclipse_of_May_3,_1715 : 525
Solar_eclipse_of_March_7,_1970 : 525
Solar_eclipse_of_August_1,_2008 : 525
Solar_eclipse_of_June_1,_2011 : 525
Solar_eclipses_on_Pluto : 525
Solar_eclipse_of_October_24,_1995 : 524
Solar_eclipse_of_July_11,_1991 : 524
Solar_eclipse_of_July_1,_2011 : 524
Solar_eclipses_on_Mars : 524
Solar_eclipse_of_October_2,_1959 : 523
List_of_solar_eclipses_in_the_20th_century_BC : 523
List_of_solar_eclipses_in_the_19th_century_BC : 523
List_of_solar_eclipses_in_the_18th_century_BC : 523
List_of_solar_eclipses_in_the_17th_century_BC : 523
List_of_solar_eclipses_in_the_16th_century_BC : 523
List_of_solar_eclipses_in_the_15th_century_BC : 523
List_of_solar_eclipses_in_the_14th_century_BC : 523
List_of_solar_eclipses_in_the_13th_century_BC : 523
List_of_solar_eclipses_in_the_12th_century_BC : 523
List_of_solar_eclipses_in_the_11th_century_BC : 523
List_of_solar_eclipses_in_the_10th_century_BC : 523
List_of_solar_eclipses_in_the_9th_century_BC : 523
List_of_solar_eclipses_in_the_8th_century_BC : 523
List_of_solar_eclipses_in_the_7th_century_BC : 523
List_of_solar_eclipses_in_the_6th_century_BC : 523
List_of_solar_eclipses_in_the_5th_century_BC : 523
List_of_solar_eclipses_in_the_4th_century_BC : 523
List_of_solar_eclipses_in_the_3rd_century_BC : 523
List_of_solar_eclipses_in_the_2nd_century_BC : 523
List_of_solar_eclipses_in_the_1st_century_BC : 523
List_of_solar_eclipses_in_the_1st_century : 523
List_of_solar_eclipses_in_the_2nd_century : 523
List_of_solar_eclipses_in_the_3rd_century : 523
List_of_solar_eclipses_in_the_4th_century : 523
List_of_solar_eclipses_in_the_5th_century : 523
List_of_solar_eclipses_in_the_6th_century : 523
List_of_solar_eclipses_in_the_7th_century : 523
List_of_solar_eclipses_in_the_8th_century : 523
List_of_solar_eclipses_in_the_9th_century : 523
List_of_solar_eclipses_in_the_10th_century : 523
List_of_solar_eclipses_in_the_11th_century : 523
List_of_solar_eclipses_in_the_12th_century : 523
List_of_solar_eclipses_in_the_13th_century : 523
List_of_solar_eclipses_in_the_14th_century : 523
List_of_solar_eclipses_in_the_15th_century : 523
List_of_solar_eclipses_in_the_16th_century : 523
List_of_solar_eclipses_in_the_17th_century : 523
List_of_solar_eclipses_in_the_18th_century : 523
List_of_solar_eclipses_in_the_19th_century : 523
List_of_solar_eclipses_in_the_20th_century : 523
List_of_solar_eclipses_in_the_21st_century : 523
List_of_solar_eclipses_in_the_22nd_century : 523
List_of_solar_eclipses_in_the_23rd_century : 523
List_of_solar_eclipses_in_the_24th_century : 523
List_of_solar_eclipses_in_the_25th_century : 523
List_of_solar_eclipses_in_the_26th_century : 523
List_of_solar_eclipses_in_the_27th_century : 523
List_of_solar_eclipses_in_the_28th_century : 523
List_of_solar_eclipses_in_the_29th_century : 523
List_of_solar_eclipses_in_the_30th_century : 523
Solar_Saros_136 : 523
List_of_solar_eclipses_visible_from_Australia : 523
List_of_solar_eclipses_visible_from_China : 523
List_of_solar_eclipses_visible_from_the_Philippines : 523
List_of_solar_eclipses_visible_from_Russia : 523
List_of_solar_eclipses_visible_from_Ukraine : 523
List_of_solar_eclipses_visible_from_the_United_Kingdom : 523
List_of_solar_eclipses_visible_from_the_United_States : 523
Assyrian_eclipse : 523
Solar_eclipse_of_July_28,_1851 : 523
Solar_eclipse_of_August_18,_1868 : 523
Solar_eclipse_of_May_6,_1883 : 523
Solar_eclipse_of_June_8,_1937 : 523
Solar_eclipse_of_June_30,_1954 : 523
Solar_eclipse_of_February_15,_1961 : 523
Solar_eclipse_of_November_12,_1966 : 523
Solar_eclipse_of_June_30,_1973 : 523
Solar_eclipse_of_July_22,_1990 : 523
Solar_eclipse_of_November_3,_1994 : 523
Solar_eclipse_of_March_9,_1997 : 523
Solar_eclipse_of_July_22,_2009 : 523
Solar_eclipse_of_July_11,_2010 : 523
Solar_eclipse_of_March_20,_2015 : 523
Solar_eclipse_of_April_8,_2024 : 523
Solar_eclipse_of_August_2,_2027 : 523
Solar_eclipse_of_March_20,_2034 : 523
Solar_eclipse_of_August_12,_2045 : 523
Solar_eclipse_of_September_12,_2053 : 523
Solar_eclipse_of_April_30,_2060 : 523
Solar_eclipse_of_September_12,_2072 : 523
Solar_eclipse_of_May_1,_2079 : 523
Solar_eclipse_of_September_3,_2081 : 523
Solar_eclipse_of_April_21,_2088 : 523
Solar_eclipse_of_September_14,_2099 : 523
Solar_eclipse_of_June_10,_2002 : 523
Solar_eclipse_of_May_31,_2003 : 523
Solar_eclipse_of_October_3,_2005 : 523
Solar_eclipse_of_September_22,_2006 : 523
Solar_eclipse_of_January_26,_2009 : 523
Solar_eclipse_of_January_15,_2010 : 523
Solar_eclipse_of_April_29,_2014 : 523
Solar_eclipse_of_June_21,_2020 : 523
Solar_eclipse_of_June_10,_2021 : 523
Solar_eclipse_of_June_1,_2030 : 523
Solar_eclipse_of_June_11,_2048 : 523
Solar_eclipse_of_November_5,_2059 : 523
Solar_eclipse_of_January_27,_2074 : 523
Solar_eclipse_of_July_13,_2075 : 523
Solar_eclipse_of_July_23,_2093 : 523
Solar_eclipse_of_December_24,_1992 : 523
Solar_eclipse_of_July_1,_2000 : 523
Solar_eclipse_of_July_31,_2000 : 523
Solar_eclipse_of_January_4,_2011 : 523
Solar_eclipse_of_October_23,_2014 : 523
Solar_eclipse_of_October_25,_2022 : 523
Solar_eclipse_of_March_29,_2025 : 523
Solar_eclipse_of_August_30,_1905 : 523
Solar_Saros_143 : 522
Solar_eclipse_of_March_29,_1903 : 522
Solar_eclipse_of_September_21,_1903 : 522
Solar_eclipse_of_March_17,_1904 : 522
Solar_eclipse_of_September_9,_1904 : 522
Solar_eclipse_of_March_6,_1905 : 522
Solar_eclipse_of_August_19,_1887 : 522
Solar_eclipse_of_September_10,_1923 : 522
Solar_eclipse_of_September_21,_1941 : 522
Solar_eclipse_of_October_12,_1977 : 522
Solar_eclipse_of_November_3,_2013 : 522
Solar_eclipse_of_November_14,_2031 : 522
Solar_eclipse_of_November_25,_2049 : 522
Solar_eclipse_of_December_6,_2067 : 522
Solar_eclipse_of_December_16,_2085 : 522
Lists_of_solar_eclipses : 522
List_of_solar_eclipses_in_antiquity : 522
Solar_Saros_110 : 522
Solar_Saros_111 : 522
Solar_Saros_112 : 522
Solar_Saros_113 : 522
Solar_Saros_114 : 522
Solar_Saros_115 : 522
Solar_Saros_116 : 522
Solar_Saros_117 : 522
Solar_Saros_118 : 522
Solar_Saros_119 : 522
Solar_Saros_120 : 522
Solar_Saros_121 : 522
Solar_Saros_122 : 522
Solar_Saros_123 : 522
Solar_Saros_124 : 522
Solar_Saros_125 : 522
Solar_Saros_126 : 522
Solar_Saros_127 : 522
Solar_Saros_128 : 522
Solar_Saros_129 : 522
Solar_Saros_130 : 522
Solar_Saros_131 : 522
Solar_Saros_132 : 522
Solar_Saros_133 : 522
Solar_Saros_134 : 522
Solar_Saros_135 : 522
Solar_Saros_137 : 522
Solar_Saros_138 : 522
Solar_Saros_139 : 522
Solar_Saros_140 : 522
Solar_Saros_141 : 522
Solar_Saros_142 : 522
Solar_Saros_144 : 522
Solar_Saros_145 : 522
Solar_Saros_146 : 522
Solar_Saros_147 : 522
Solar_Saros_148 : 522
Solar_Saros_149 : 522
Solar_Saros_150 : 522
Solar_Saros_151 : 522
Solar_Saros_152 : 522
Solar_Saros_153 : 522
Solar_Saros_154 : 522
Solar_Saros_155 : 522
Solar_Saros_156 : 522
Solar_Saros_157 : 522
Solar_Saros_158 : 522
Solar_Saros_159 : 522
Solar_Saros_160 : 522
Solar_Saros_161 : 522
Solar_Saros_162 : 522
Mursili%27s_eclipse : 522
Solar_eclipse_of_August_21,_1560 : 522
Solar_eclipse_of_March_7,_1598 : 522
Solar_eclipse_of_April_8,_1652 : 522
Solar_eclipse_of_August_12,_1654 : 522
Solar_eclipse_of_August_12,_1673 : 522
Solar_eclipse_of_September_23,_1699 : 522
Solar_eclipse_of_May_22,_1724 : 522
Solar_eclipse_of_February_9,_1766 : 522
Solar_eclipse_of_June_24,_1778 : 522
Solar_eclipse_of_October_27,_1780 : 522
Solar_eclipse_of_June_16,_1806 : 522
Solar_eclipse_of_November_19,_1816 : 522
Solar_eclipse_of_June_26,_1824 : 522
Solar_eclipse_of_July_8,_1842 : 522
Solar_eclipse_of_November_30,_1853 : 522
Solar_eclipse_of_March_25,_1857 : 522
Solar_eclipse_of_September_7,_1858 : 522
Solar_eclipse_of_July_18,_1860 : 522
Solar_eclipse_of_April_25,_1865 : 522
Solar_eclipse_of_August_29,_1867 : 522
Solar_eclipse_of_August_7,_1869 : 522
Solar_eclipse_of_December_22,_1870 : 522
Solar_eclipse_of_December_12,_1871 : 522
Solar_eclipse_of_April_16,_1874 : 522
Solar_eclipse_of_April_6,_1875 : 522
Solar_eclipse_of_July_29,_1878 : 522
Solar_eclipse_of_May_17,_1882 : 522
Solar_eclipse_of_September_8,_1885 : 522
Solar_eclipse_of_August_29,_1886 : 522
Solar_eclipse_of_January_1,_1889 : 522
Solar_eclipse_of_December_22,_1889 : 522
Solar_eclipse_of_April_16,_1893 : 522
Solar_eclipse_of_August_9,_1896 : 522
Solar_eclipse_of_January_22,_1898 : 522
Solar_eclipse_of_May_28,_1900 : 522
Solar_eclipse_of_May_18,_1901 : 522
Solar_eclipse_of_January_14,_1907 : 522
Solar_eclipse_of_January_3,_1908 : 522
Solar_eclipse_of_December_23,_1908 : 522
Solar_eclipse_of_June_17,_1909 : 522
Solar_eclipse_of_May_9,_1910 : 522
Solar_eclipse_of_April_28,_1911 : 522
Solar_eclipse_of_April_17,_1912 : 522
Solar_eclipse_of_October_10,_1912 : 522
Solar_eclipse_of_August_21,_1914 : 522
Solar_eclipse_of_February_3,_1916 : 522
Solar_eclipse_of_June_8,_1918 : 522
Solar_eclipse_of_October_1,_1921 : 522
Solar_eclipse_of_September_21,_1922 : 522
Solar_eclipse_of_January_24,_1925 : 522
Solar_eclipse_of_January_14,_1926 : 522
Solar_eclipse_of_June_29,_1927 : 522
Solar_eclipse_of_May_19,_1928 : 522
Solar_eclipse_of_May_9,_1929 : 522
Solar_eclipse_of_April_28,_1930 : 522
Solar_eclipse_of_October_21,_1930 : 522
Solar_eclipse_of_August_31,_1932 : 522
Solar_eclipse_of_February_14,_1934 : 522
Solar_eclipse_of_June_19,_1936 : 522
Solar_eclipse_of_May_29,_1938 : 522
Solar_eclipse_of_October_12,_1939 : 522
Solar_eclipse_of_October_1,_1940 : 522
Solar_eclipse_of_February_4,_1943 : 522
Solar_eclipse_of_January_25,_1944 : 522
Solar_eclipse_of_July_20,_1944 : 522
Solar_eclipse_of_July_9,_1945 : 522
Solar_eclipse_of_May_20,_1947 : 522
Solar_eclipse_of_November_1,_1948 : 522
Solar_eclipse_of_September_12,_1950 : 522
Solar_eclipse_of_February_25,_1952 : 522
Solar_eclipse_of_June_20,_1955 : 522
Solar_eclipse_of_June_8,_1956 : 522
Solar_eclipse_of_October_23,_1957 : 522
Solar_eclipse_of_October_12,_1958 : 522
Solar_eclipse_of_February_5,_1962 : 522
Solar_eclipse_of_July_20,_1963 : 522
Solar_eclipse_of_May_30,_1965 : 522
Solar_eclipse_of_November_2,_1967 : 522
Solar_eclipse_of_September_22,_1968 : 522
Solar_eclipse_of_July_10,_1972 : 522
Solar_eclipse_of_June_20,_1974 : 522
Solar_eclipse_of_October_23,_1976 : 522
Solar_eclipse_of_February_26,_1979 : 522
Solar_eclipse_of_February_16,_1980 : 522
Solar_eclipse_of_July_31,_1981 : 522
Solar_eclipse_of_June_11,_1983 : 522
Solar_eclipse_of_November_22,_1984 : 522
Solar_eclipse_of_November_12,_1985 : 522
Solar_eclipse_of_October_3,_1986 : 522
Solar_eclipse_of_March_29,_1987 : 522
Solar_eclipse_of_March_18,_1988 : 522
Solar_eclipse_of_June_30,_1992 : 522
Solar_eclipse_of_February_26,_1998 : 522
Solar_eclipse_of_June_21,_2001 : 522
Solar_eclipse_of_December_4,_2002 : 522
Solar_eclipse_of_November_23,_2003 : 522
Solar_eclipse_of_April_8,_2005 : 522
Solar_eclipse_of_November_13,_2012 : 522
Solar_eclipse_of_July_2,_2019 : 522
Solar_eclipse_of_December_14,_2020 : 522
Solar_eclipse_of_December_4,_2021 : 522
Solar_eclipse_of_April_20,_2023 : 522
Solar_eclipse_of_August_12,_2026 : 522
Solar_eclipse_of_July_22,_2028 : 522
Solar_eclipse_of_November_25,_2030 : 522
Solar_eclipse_of_March_30,_2033 : 522
Solar_eclipse_of_September_2,_2035 : 522
Solar_eclipse_of_July_13,_2037 : 522
Solar_eclipse_of_December_26,_2038 : 522
Solar_eclipse_of_December_15,_2039 : 522
Solar_eclipse_of_April_30,_2041 : 522
Solar_eclipse_of_April_20,_2042 : 522
Solar_eclipse_of_April_9,_2043 : 522
Solar_eclipse_of_August_23,_2044 : 522
Solar_eclipse_of_August_2,_2046 : 522
Solar_eclipse_of_December_5,_2048 : 522
Solar_eclipse_of_May_20,_2050 : 522
Solar_eclipse_of_March_30,_2052 : 522
Solar_eclipse_of_July_24,_2055 : 522
Solar_eclipse_of_January_5,_2057 : 522
Solar_eclipse_of_December_26,_2057 : 522
Solar_eclipse_of_May_11,_2059 : 522
Solar_eclipse_of_April_20,_2061 : 522
Solar_eclipse_of_August_24,_2063 : 522
Solar_eclipse_of_August_12,_2064 : 522
Solar_eclipse_of_December_17,_2066 : 522
Solar_eclipse_of_May_31,_2068 : 522
Solar_eclipse_of_April_11,_2070 : 522
Solar_eclipse_of_September_23,_2071 : 522
Solar_eclipse_of_August_3,_2073 : 522
Solar_eclipse_of_January_16,_2075 : 522
Solar_eclipse_of_January_6,_2076 : 522
Solar_eclipse_of_May_22,_2077 : 522
Solar_eclipse_of_May_11,_2078 : 522
Solar_eclipse_of_August_24,_2082 : 522
Solar_eclipse_of_December_27,_2084 : 522
Solar_eclipse_of_June_11,_2086 : 522
Solar_eclipse_of_October_4,_2089 : 522
Solar_eclipse_of_September_23,_2090 : 522
Solar_eclipse_of_August_15,_2091 : 522
Solar_eclipse_of_January_27,_2093 : 522
Solar_eclipse_of_January_16,_2094 : 522
Solar_eclipse_of_June_2,_2095 : 522
Solar_eclipse_of_May_22,_2096 : 522
Solar_eclipse_of_May_11,_2097 : 522
Solar_eclipse_of_September_4,_2100 : 522
Solar_eclipse_of_June_3,_2114 : 522
Solar_eclipse_of_June_13,_2132 : 522
Solar_eclipse_of_June_25,_2150 : 522
Solar_eclipse_of_July_5,_2168 : 522
Solar_eclipse_of_July_16,_2186 : 522
Solar_eclipse_of_September_7,_1820 : 522
Solar_eclipse_of_May_26,_1854 : 522
Solar_eclipse_of_January_22,_1879 : 522
Solar_eclipse_of_June_28,_1889 : 522
Solar_eclipse_of_November_11,_1901 : 522
Solar_eclipse_of_July_10,_1907 : 522
Solar_eclipse_of_June_28,_1908 : 522
Solar_eclipse_of_October_22,_1911 : 522
Solar_eclipse_of_February_25,_1914 : 522
Solar_eclipse_of_February_14,_1915 : 522
Solar_eclipse_of_August_10,_1915 : 522
Solar_eclipse_of_July_30,_1916 : 522
Solar_eclipse_of_December_14,_1917 : 522
Solar_eclipse_of_December_3,_1918 : 522
Solar_eclipse_of_November_22,_1919 : 522
Solar_eclipse_of_April_8,_1921 : 522
Solar_eclipse_of_March_28,_1922 : 522
Solar_eclipse_of_March_17,_1923 : 522
Solar_eclipse_of_July_20,_1925 : 522
Solar_eclipse_of_July_9,_1926 : 522
Solar_eclipse_of_January_3,_1927 : 522
Solar_eclipse_of_November_1,_1929 : 522
Solar_eclipse_of_March_7,_1932 : 522
Solar_eclipse_of_February_24,_1933 : 522
Solar_eclipse_of_August_21,_1933 : 522
Solar_eclipse_of_August_10,_1934 : 522
Solar_eclipse_of_December_25,_1935 : 522
Solar_eclipse_of_December_13,_1936 : 522
Solar_eclipse_of_December_2,_1937 : 522
Solar_eclipse_of_April_19,_1939 : 522
Solar_eclipse_of_April_7,_1940 : 522
Solar_eclipse_of_March_27,_1941 : 522
Solar_eclipse_of_August_1,_1943 : 522
Solar_eclipse_of_January_14,_1945 : 522
Solar_eclipse_of_November_12,_1947 : 522
Solar_eclipse_of_May_9,_1948 : 522
Solar_eclipse_of_March_18,_1950 : 522
Solar_eclipse_of_March_7,_1951 : 522
Solar_eclipse_of_September_1,_1951 : 522
Solar_eclipse_of_August_20,_1952 : 522
Solar_eclipse_of_January_5,_1954 : 522
Solar_eclipse_of_December_25,_1954 : 522
Solar_eclipse_of_December_14,_1955 : 522
Solar_eclipse_of_April_30,_1957 : 522
Solar_eclipse_of_April_19,_1958 : 522
Solar_eclipse_of_April_8,_1959 : 522
Solar_eclipse_of_August_11,_1961 : 522
Solar_eclipse_of_July_31,_1962 : 522
Solar_eclipse_of_January_25,_1963 : 522
Solar_eclipse_of_November_23,_1965 : 522
Solar_eclipse_of_May_20,_1966 : 522
Solar_eclipse_of_March_18,_1969 : 522
Solar_eclipse_of_September_11,_1969 : 522
Solar_eclipse_of_August_31,_1970 : 522
Solar_eclipse_of_January_16,_1972 : 522
Solar_eclipse_of_January_4,_1973 : 522
Solar_eclipse_of_December_24,_1973 : 522
Solar_eclipse_of_April_29,_1976 : 522
Solar_eclipse_of_April_18,_1977 : 522
Solar_eclipse_of_August_22,_1979 : 522
Solar_eclipse_of_August_10,_1980 : 522
Solar_eclipse_of_February_4,_1981 : 522
Solar_eclipse_of_December_4,_1983 : 522
Solar_eclipse_of_May_30,_1984 : 522
Solar_eclipse_of_September_23,_1987 : 522
Solar_eclipse_of_September_11,_1988 : 522
Solar_eclipse_of_January_26,_1990 : 522
Solar_eclipse_of_January_15,_1991 : 522
Solar_eclipse_of_January_4,_1992 : 522
Solar_eclipse_of_May_10,_1994 : 522
Solar_eclipse_of_April_29,_1995 : 522
Solar_eclipse_of_August_22,_1998 : 522
Solar_eclipse_of_February_16,_1999 : 522
Solar_eclipse_of_December_14,_2001 : 522
Solar_eclipse_of_February_7,_2008 : 522
Solar_eclipse_of_May_20,_2012 : 522
Solar_eclipse_of_May_10,_2013 : 522
Solar_eclipse_of_September_1,_2016 : 522
Solar_eclipse_of_February_26,_2017 : 522
Solar_eclipse_of_December_26,_2019 : 522
Solar_eclipse_of_October_14,_2023 : 522
Solar_eclipse_of_October_2,_2024 : 522
Solar_eclipse_of_February_17,_2026 : 522
Solar_eclipse_of_February_6,_2027 : 522
Solar_eclipse_of_January_26,_2028 : 522
Solar_eclipse_of_May_21,_2031 : 522
Solar_eclipse_of_May_9,_2032 : 522
Solar_eclipse_of_September_12,_2034 : 522
Solar_eclipse_of_March_9,_2035 : 522
Solar_eclipse_of_January_5,_2038 : 522
Solar_eclipse_of_July_2,_2038 : 522
Solar_eclipse_of_June_21,_2039 : 522
Solar_eclipse_of_October_25,_2041 : 522
Solar_eclipse_of_October_14,_2042 : 522
Solar_eclipse_of_October_3,_2043 : 522
Solar_eclipse_of_February_28,_2044 : 522
Solar_eclipse_of_February_16,_2045 : 522
Solar_eclipse_of_February_5,_2046 : 522
Solar_eclipse_of_May_31,_2049 : 522
Solar_eclipse_of_September_22,_2052 : 522
Solar_eclipse_of_March_20,_2053 : 522
Solar_eclipse_of_January_16,_2056 : 522
Solar_eclipse_of_July_12,_2056 : 522
Solar_eclipse_of_July_1,_2057 : 522
Solar_eclipse_of_October_24,_2060 : 522
Solar_eclipse_of_October_13,_2061 : 522
Solar_eclipse_of_February_28,_2063 : 522
Solar_eclipse_of_February_17,_2064 : 522
Solar_eclipse_of_June_22,_2066 : 522
Solar_eclipse_of_June_11,_2067 : 522
Solar_eclipse_of_October_4,_2070 : 522
Solar_eclipse_of_March_31,_2071 : 522
Solar_eclipse_of_July_24,_2074 : 522
Solar_eclipse_of_November_15,_2077 : 522
Solar_eclipse_of_November_4,_2078 : 522
Solar_eclipse_of_October_24,_2079 : 522
Solar_eclipse_of_March_10,_2081 : 522
Solar_eclipse_of_February_27,_2082 : 522
Solar_eclipse_of_July_3,_2084 : 522
Solar_eclipse_of_June_22,_2085 : 522
Solar_eclipse_of_October_14,_2088 : 522
Solar_eclipse_of_April_10,_2089 : 522
Solar_eclipse_of_February_7,_2092 : 522
Solar_eclipse_of_August_3,_2092 : 522
Solar_eclipse_of_November_27,_2095 : 522
Solar_eclipse_of_November_15,_2096 : 522
Solar_eclipse_of_November_4,_2097 : 522
Solar_eclipse_of_March_21,_2099 : 522
Solar_eclipse_of_March_10,_2100 : 522
Solar_eclipse_of_January_5,_1935 : 522
